15735.3645820617,2016-09-21
15423.9947929382,2016-09-22
15984.0729179382,2016-09-23
15552.3229169845,2016-09-24
15066.4322929382,2016-09-25
14500.8489570617,2016-09-26
14122.046875,2016-09-27
13951.2708358764,2016-09-28
13549.6458358764,2016-09-29
13488.1614570617,2016-09-30
13275.7916669845,2016-10-01
13473.859375,2016-10-02
13214.703125,2016-10-03
13662.9739570617,2016-10-04
13181.9479160308,2016-10-05
13487.3541660308,2016-10-06
12924.2604179382,2016-10-07
12404.3177070617,2016-10-08
12009.484375,2016-10-09
11721.515625,2016-10-10
11596.453125,2016-10-11
11678,2016-10-12
11676.7708320617,2016-10-13
11528.4322929382,2016-10-14
10960.015625,2016-10-15
10573.140625,2016-10-16
11671.1197910308,2016-10-17
12618.0364589691,2016-10-18
12461.7760410308,2016-10-19
11809.84375,2016-10-20
11321.6041660308,2016-10-21
10299.984375,2016-10-22
9716.796875,2016-10-23
9273,2016-10-24
8987.54166603088,2016-10-25
9162.47395896911,2016-10-26
9163.66666603088,2016-10-27
10784.203125,2016-10-28
13161.1510429382,2016-10-29
13956.3645820617,2016-10-30
14511.3645820617,2016-10-31
16102.8072929382,2016-11-01
16293.8072929382,2016-11-02
17078.28125,2016-11-03
18435.0052070617,2016-11-04
18589.9114570617,2016-11-05
16866.515625,2016-11-06
15432.7395820617,2016-11-07
14123.9427070617,2016-11-08
12666.8645820617,2016-11-09
12629.9791679382,2016-11-10
12589.4322929382,2016-11-11
11893.203125,2016-11-12
11211.0989570617,2016-11-13
11425.328125,2016-11-14
11277.1041679382,2016-11-15
10875.7760429382,2016-11-16
11133.8229179382,2016-11-17
11792.328125,2016-11-18
11299.1875,2016-11-19
11149.5833320617,2016-11-20
12515.859375,2016-11-21
14777.5364570617,2016-11-22
19507.296875,2016-11-23
23136.25,2016-11-24
21884.0208358764,2016-11-25
19651.2552070617,2016-11-26
18340.0729179382,2016-11-27
17911.0572891235,2016-11-28
18994.9322891235,2016-11-29
20708.984375,2016-11-30
20654.09375,2016-12-01
19643.8823013305,2016-12-02
18407.2291641235,2016-12-03
16711.71875,2016-12-04
15637.5989570617,2016-12-05
14989.2239570617,2016-12-06
14300.4635429382,2016-12-07
14132.8802108764,2016-12-08
14360.2708358764,2016-12-09
14744.375,2016-12-10
15779.8823032379,2016-12-11
28424.5083198547,2016-12-12
46158.8958320617,2016-12-13
44400.4323120117,2016-12-14
45048.34375,2016-12-15
52744.1666259765,2016-12-16
73454.7083740234,2016-12-17
88531.5729980468,2016-12-18
99194.53125,2016-12-19
103539.8125,2016-12-20
90035.9169921875,2016-12-21
77167.625,2016-12-22
68420.1301269531,2016-12-23
60430.5729980468,2016-12-24
52991.0417480468,2016-12-25
49197.6145019531,2016-12-26
47520.734375,2016-12-27
44428.6458740234,2016-12-28
39532.546875,2016-12-29
36031.7603759765,2016-12-30
32317.09375,2016-12-31
